,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
7080,Mahindra,2017,800000,60000,Diesel,Individual,Manual,2,16.55,2498.0,105.0,6.0
7081,Hyundai,2009,375000,100000,Diesel,Individual,Manual,1,18.1,1493.0,110.0,5.0
7082,Mahindra,2009,300000,170000,Diesel,Individual,Manual,3,13.6,2523.0,63.0,7.0
7083,Toyota,2013,350000,100000,Petrol,Individual,Manual,2,16.78,1496.0,88.73,5.0
7084,Mahindra,2011,400000,120000,Diesel,Individual,Manual,2,13.6,2523.0,63.0,7.0
7085,Volkswagen,2015,434999,50000,Diesel,Individual,Manual,1,20.14,1498.0,88.8,5.0
7086,Toyota,2012,200000,120000,Petrol,Individual,Manual,2,,,,
7087,Maruti,2015,260000,25000,Petrol,Individual,Manual,1,22.74,796.0,47.3,5.0
7088,Maruti,2013,450000,24019,Diesel,Individual,Manual,1,22.9,1248.0,74.0,5.0
7089,Hyundai,2013,459999,80000,Diesel,Individual,Manual,2,22.32,1582.0,126.32,5.0
7090,Maruti,2011,210000,100000,Diesel,Individual,Manual,2,21.1,1248.0,73.9,5.0
7091,Maruti,2015,540000,93000,Petrol,Individual,Manual,2,20.85,1197.0,83.14,5.0
7092,Maruti,2017,710000,50000,Diesel,Individual,Manual,1,24.52,1248.0,88.5,7.0
7093,Maruti,2018,285000,22000,Petrol,Individual,Manual,1,24.7,796.0,47.3,5.0
7094,Hyundai,2019,990000,19600,Diesel,Individual,Manual,1,22.1,1396.0,88.7,5.0
7095,Tata,2017,362000,104000,Petrol,Individual,Manual,1,15.64,1193.0,64.1,5.0
7096,Ford,2017,880000,33000,Diesel,Individual,Manual,1,23.0,1498.0,98.96,5.0
7097,Mahindra,2017,700000,60000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
7098,Mahindra,2016,600000,60000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
7099,Nissan,2015,700000,40000,Petrol,Individual,Manual,1,13.24,1598.0,102.5,5.0
7100,Tata,2016,400000,60000,Diesel,Individual,Manual,1,27.28,1047.0,69.0,5.0
7102,Toyota,2007,350000,376412,Diesel,Individual,Manual,2,12.8,2494.0,102.0,8.0
7103,Maruti,2014,425000,80000,Petrol,Individual,Manual,3,16.02,1373.0,93.7,7.0
7104,Hyundai,2012,180000,70000,Petrol,Individual,Manual,1,17.92,1086.0,62.1,5.0
7105,Maruti,2012,170000,90000,Petrol,Individual,Manual,3,20.92,998.0,67.1,5.0
7106,Mahindra,2014,370000,183000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
7107,Maruti,2018,800000,27000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
7108,Ford,2017,900000,35000,Diesel,Individual,Manual,1,23.0,1498.0,98.96,5.0
7109,Maruti,2013,390000,120000,Diesel,Individual,Manual,1,22.9,1248.0,74.0,5.0
7110,Maruti,2014,445000,80000,Diesel,Individual,Manual,2,23.4,1248.0,74.0,5.0
7111,Maruti,2014,459999,70000,Diesel,Individual,Manual,4,23.4,1248.0,74.0,5.0
7113,Maruti,2009,200000,120000,Diesel,Individual,Manual,2,21.1,1248.0,73.9,5.0
7114,Maruti,2012,350000,72000,Petrol,Individual,Manual,2,17.5,1197.0,85.8,5.0
7115,Tata,2007,95000,120000,Diesel,Individual,Manual,2,12.0,2092.0,127.0,7.0
7116,Toyota,2014,550000,250000,Diesel,Individual,Manual,1,23.59,1364.0,67.04,5.0
7117,Chevrolet,2016,900000,100000,Diesel,Individual,Manual,1,13.58,2499.0,72.4,9.0
7118,Tata,2013,350000,120000,Diesel,Individual,Manual,2,15.3,2956.0,83.83,7.0
7119,Nissan,2015,325000,50000,Petrol,Individual,Automatic,1,19.34,1198.0,76.0,5.0
7120,Hyundai,2014,455999,32000,Petrol,Individual,Manual,1,18.9,1197.0,82.0,5.0
7121,Maruti,2008,129000,60000,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
7122,Maruti,2017,254000,40000,Petrol,Individual,Manual,1,24.7,796.0,47.3,5.0
7123,Ford,2014,570000,48000,Diesel,Individual,Manual,1,21.7,1498.0,98.96,5.0
7124,Nissan,2018,840000,30000,Diesel,Individual,Manual,1,19.87,1461.0,83.14,5.0
7125,Tata,2010,235000,100000,Diesel,Individual,Manual,2,13.93,2179.0,138.1,7.0
7126,Mahindra,2016,700000,50000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
7127,Hyundai,2010,140000,40000,Petrol,Individual,Manual,2,,,,
7128,Hyundai,2018,528000,5000,Petrol,Individual,Manual,1,18.9,1197.0,81.86,5.0
7129,Jeep,2017,1500000,12000,Diesel,Individual,Manual,1,17.1,1956.0,170.0,5.0
7130,Mahindra,2016,560000,72000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
7131,Mahindra,2016,600000,70000,Diesel,Individual,Manual,1,15.96,2523.0,63.0,9.0
7132,Chevrolet,2007,102000,50000,Petrol,Individual,Manual,2,15.26,1150.0,74.9,5.0
7133,Mahindra,2014,750000,70000,Diesel,Individual,Manual,2,15.1,2179.0,140.0,7.0
7134,Chevrolet,2010,148000,70000,Petrol,Individual,Manual,3,14.7,1150.0,76.0,5.0
7135,Maruti,2015,650000,50000,Petrol,Individual,Manual,1,21.4,1197.0,83.1,5.0
7136,Volkswagen,2012,310000,40000,Petrol,Individual,Manual,1,16.47,1198.0,73.9,5.0
7137,Hyundai,2014,480000,30000,Petrol,Individual,Manual,1,19.1,1197.0,82.0,5.0
7138,Maruti,2018,320000,15000,Petrol,Individual,Manual,1,24.7,796.0,47.3,5.0
7139,Honda,2015,750000,40000,Petrol,Individual,Manual,1,17.4,1497.0,117.3,5.0
7140,Nissan,2017,370000,40000,Petrol,Individual,Manual,1,19.49,1198.0,67.04,5.0
7141,Maruti,2013,320000,60000,Petrol,Individual,Manual,4,18.6,1197.0,85.8,5.0
7142,Maruti,2013,420000,67000,Petrol,Individual,Manual,1,18.6,1197.0,85.8,5.0
7143,Maruti,2010,240000,60000,Petrol,Individual,Manual,2,17.5,1298.0,85.8,5.0
7144,Datsun,2017,220000,60000,Petrol,Individual,Manual,1,22.5,999.0,67.0,5.0
7145,Tata,2016,350000,30000,Petrol,Individual,Manual,1,23.84,1199.0,84.0,5.0
7146,Honda,2018,675000,40000,Diesel,Individual,Manual,1,25.8,1498.0,98.6,5.0
7147,Toyota,2016,434999,50000,Petrol,Individual,Manual,2,18.16,1197.0,78.8,5.0
7148,Honda,2006,125000,200000,Petrol,Individual,Automatic,3,13.1,1997.0,141.1,5.0
7149,Mahindra,2016,400000,14000,Petrol,Individual,Manual,2,18.15,1198.0,82.0,6.0
7150,Chevrolet,2015,425000,70000,Diesel,Individual,Manual,1,13.58,2499.0,72.4,9.0
7151,Maruti,2010,311000,94000,Diesel,Individual,Manual,2,21.1,1248.0,75.0,5.0
7152,Chevrolet,2015,509999,197000,Diesel,Individual,Manual,1,13.58,2499.0,72.4,10.0
7153,Ford,2015,530000,79000,Diesel,Individual,Manual,2,25.83,1498.0,99.0,5.0
7154,Skoda,2008,210000,120000,Diesel,Individual,Manual,2,18.7,1896.0,66.0,5.0
7155,Mahindra,2019,977000,30000,Diesel,Individual,Manual,1,17.3,1497.0,121.0,8.0
7156,Maruti,2018,440000,20000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
7157,Maruti,2018,440000,17000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
7158,Hyundai,2018,655000,20000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
7159,Renault,2016,295000,60000,Petrol,Individual,Manual,1,25.17,799.0,53.3,5.0
7160,Hyundai,2018,655000,20000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
7161,Hyundai,2007,65000,70000,Petrol,Individual,Manual,3,15.0,1086.0,66.6,5.0
7162,Tata,2017,1200000,150000,Diesel,Individual,Manual,1,17.6,2179.0,153.86,7.0
7163,Tata,2017,1251000,35000,Diesel,Individual,Manual,1,17.6,2179.0,153.86,7.0
7164,Tata,2010,200000,60000,Diesel,Individual,Manual,1,23.03,1396.0,69.0,5.0
7165,Hyundai,2016,750000,40000,Diesel,Individual,Manual,1,21.19,1396.0,88.73,5.0
7167,Honda,2017,475000,57000,Petrol,Individual,Manual,1,17.8,1198.0,86.7,5.0
7168,Tata,2012,110000,120000,Diesel,Individual,Manual,2,17.8,1405.0,70.0,5.0
7169,Renault,2017,350000,30000,Petrol,Individual,Manual,1,23.01,999.0,67.0,5.0
7170,Maruti,2016,450000,175000,Diesel,Individual,Manual,1,23.4,1248.0,74.0,5.0
7171,Tata,2010,150000,90000,Diesel,Individual,Manual,1,17.0,1405.0,70.0,5.0
7172,Tata,2009,80000,110000,Diesel,Individual,Manual,2,17.2,1396.0,53.5,5.0
7173,Hyundai,2015,430000,35000,Petrol,Individual,Manual,2,18.6,1197.0,81.83,5.0
7174,Toyota,2017,1450000,81000,Diesel,Individual,Manual,1,13.68,2393.0,147.8,7.0
7175,Chevrolet,2011,360000,100000,Diesel,Individual,Manual,1,18.3,1991.0,147.9,5.0
7176,Tata,2017,1445000,60000,Diesel,Individual,Automatic,1,17.6,2179.0,153.86,7.0
7177,Honda,2016,670000,60000,Diesel,Individual,Manual,1,26.0,1498.0,98.6,5.0
7178,Mercedes-Benz,2016,2000000,70000,Petrol,Individual,Automatic,1,13.7,1991.0,183.0,5.0
7179,Maruti,2010,175000,83000,Petrol,Individual,Manual,2,,,,
7180,Honda,2015,440000,50000,Diesel,Individual,Manual,1,25.8,1498.0,98.6,5.0
7181,Hyundai,2012,254999,90000,Diesel,Individual,Manual,1,23.0,1396.0,90.0,5.0
7182,Datsun,2018,530000,65000,Petrol,Individual,Manual,1,19.02,1198.0,67.05,7.0
7183,Mahindra,2016,890000,40000,Diesel,Individual,Manual,2,16.0,1997.0,140.0,7.0
7184,Volkswagen,2013,280000,80000,Diesel,Individual,Manual,2,22.07,1199.0,73.9,5.0
7185,Maruti,2017,725000,35000,Petrol,Individual,Automatic,1,21.21,1197.0,81.8,5.0
7186,Mahindra,2016,700000,30000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
7187,Maruti,2007,90000,70000,Petrol,Individual,Manual,1,18.2,998.0,67.1,5.0
7188,Hyundai,2015,287000,100000,Petrol,Individual,Manual,2,19.81,1086.0,68.05,5.0
7189,Hyundai,2018,1380000,55000,Petrol,Individual,Automatic,1,14.8,1591.0,121.3,5.0
7190,Toyota,2013,750000,80000,Diesel,Individual,Manual,2,12.99,2494.0,100.6,7.0
7191,Hyundai,2016,650000,40000,Petrol,Individual,Manual,1,17.43,1396.0,105.5,5.0
7192,Maruti,2013,240000,108916,Petrol,Individual,Manual,2,20.51,998.0,67.04,5.0
7193,Hyundai,2013,290000,40000,Petrol,Individual,Manual,2,21.1,814.0,55.2,5.0
7194,Hyundai,2014,229999,80000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
7195,Honda,2016,1000000,50000,Diesel,Individual,Manual,2,26.0,1498.0,98.6,5.0
7196,Hyundai,2012,200000,90000,Petrol,Individual,Manual,2,17.92,1086.0,62.1,5.0
7197,Maruti,2004,90000,70000,Petrol,Individual,Manual,4,19.7,796.0,46.3,5.0
7198,Hyundai,2012,330000,90000,Diesel,Individual,Manual,1,23.0,1396.0,90.0,5.0
7199,Maruti,2009,200000,70000,Diesel,Individual,Manual,1,21.1,1248.0,73.9,5.0
7200,Mahindra,2018,420000,31000,Diesel,Individual,Manual,1,25.32,1198.0,77.0,6.0
7201,Maruti,2009,260000,120000,Diesel,Individual,Manual,2,19.3,1248.0,73.9,5.0
7202,Hyundai,2016,590000,40000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
7203,Maruti,2015,545000,180000,Diesel,Individual,Manual,1,25.2,1248.0,74.0,5.0
7204,Maruti,2011,210000,90000,Petrol,Individual,Manual,2,18.9,998.0,67.1,5.0
7205,Honda,2008,185000,110000,Petrol,Individual,Manual,2,17.7,1497.0,78.0,5.0
7206,Maruti,2006,125000,59000,Petrol,Individual,Manual,2,18.9,998.0,67.1,5.0
7207,Hyundai,2014,280000,60000,Petrol,Individual,Manual,2,21.1,814.0,55.2,5.0
7208,Hyundai,2005,99000,89500,Petrol,Individual,Manual,1,,,,
7209,Maruti,2005,98000,70000,Petrol,Individual,Manual,2,18.9,998.0,67.1,5.0
7210,Tata,2009,100000,190000,Diesel,Individual,Manual,1,17.0,1405.0,71.0,5.0
7211,Mahindra,2013,250000,180000,Diesel,Individual,Manual,1,20.8,1461.0,64.1,5.0
7212,Toyota,2010,750000,150000,Diesel,Individual,Manual,2,11.5,2982.0,171.0,7.0
7213,Chevrolet,2007,160000,130000,Diesel,Individual,Manual,2,16.52,1991.0,123.7,5.0
7214,Hyundai,2013,509999,120000,Diesel,Individual,Automatic,2,22.32,1582.0,126.3,5.0
7215,Tata,2009,95000,80000,Diesel,Individual,Manual,2,17.88,1396.0,52.8,5.0
7216,Hyundai,2014,525000,80000,Diesel,Individual,Manual,2,22.32,1582.0,126.32,5.0
7217,Datsun,2017,278000,20000,Petrol,Individual,Manual,1,22.5,999.0,67.0,5.0
7218,Maruti,1997,50000,60000,Petrol,Individual,Manual,2,16.1,796.0,37.0,4.0
7219,Volkswagen,2011,254999,120000,Diesel,Individual,Manual,3,22.07,1199.0,73.9,5.0
7220,Maruti,2019,675000,10000,Petrol,Individual,Manual,1,21.21,1197.0,81.8,5.0
7221,Maruti,2016,600000,147000,Diesel,Individual,Manual,2,26.59,1248.0,74.0,5.0
7222,Maruti,2018,950000,51000,Diesel,Individual,Manual,1,25.1,1248.0,88.5,5.0
7223,Honda,2007,229999,60000,Petrol,Individual,Manual,3,17.7,1497.0,78.0,5.0
7224,Toyota,2009,600000,220000,Diesel,Individual,Manual,1,12.8,2494.0,102.0,8.0
7225,Maruti,2017,330000,20000,Petrol,Individual,Manual,1,24.7,796.0,47.3,5.0
7226,Maruti,2017,350000,40000,Petrol,Individual,Manual,1,23.95,998.0,67.05,5.0
7227,Volkswagen,2016,560000,35000,Petrol,Individual,Manual,1,16.2,1199.0,74.0,5.0
7228,Maruti,2017,440000,30000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
7229,Maruti,2011,220000,90000,Petrol,Individual,Manual,2,19.0,998.0,66.1,5.0
7230,Maruti,2017,750000,110000,Diesel,Individual,Manual,2,28.4,1248.0,74.02,5.0
7231,Mahindra,2015,800000,140000,Diesel,Individual,Manual,1,15.1,2179.0,140.0,7.0
7232,Tata,2007,59259,104000,Diesel,Individual,Manual,2,17.2,1396.0,53.5,5.0
7233,Maruti,2018,740000,9000,Petrol,Individual,Automatic,1,21.4,1197.0,83.1,5.0
7234,Maruti,2019,570000,19000,Petrol,Individual,Automatic,2,20.89,1197.0,81.8,5.0
7235,Maruti,2017,430000,20000,Petrol,Individual,Automatic,1,20.51,998.0,67.0,5.0
7236,Maruti,2016,800000,70000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
7237,Hyundai,2015,450000,53000,Diesel,Individual,Manual,1,24.0,1120.0,70.0,5.0
7238,Maruti,2013,420000,105000,Diesel,Individual,Manual,2,23.4,1248.0,74.0,5.0
7239,Mahindra,2015,750000,16000,Diesel,Individual,Manual,1,18.06,2523.0,63.0,7.0
7240,Maruti,2019,780000,7200,Petrol,Individual,Manual,1,21.1,998.0,100.5,5.0
7241,Volkswagen,2011,320000,77000,Diesel,Individual,Manual,2,22.07,1199.0,73.9,5.0
7242,Mahindra,2017,690000,40000,Diesel,Individual,Manual,1,25.32,1198.0,77.0,6.0
7243,Maruti,2012,375000,70000,Diesel,Individual,Manual,2,19.3,1248.0,73.9,5.0
7244,Ford,2017,620000,50000,Petrol,Individual,Manual,1,18.12,1196.0,86.8,5.0
7246,Maruti,2016,370000,58000,Petrol,Individual,Manual,2,15.37,1196.0,73.0,7.0
7247,Mahindra,2013,770000,85000,Diesel,Individual,Manual,1,16.55,2498.0,105.0,7.0
7248,Hyundai,2014,500000,65000,Petrol,Individual,Manual,1,19.1,1197.0,81.86,5.0
7249,Mahindra,2017,450000,120000,Diesel,Individual,Manual,1,25.32,1198.0,77.0,6.0
7250,Hyundai,2013,195000,50000,Petrol,Individual,Manual,2,17.92,1086.0,62.1,5.0
7251,Maruti,2018,472000,30000,Petrol,Individual,Automatic,1,20.51,998.0,67.0,5.0
7252,Maruti,2014,250000,58000,Petrol,Individual,Manual,2,23.95,998.0,67.05,5.0
7253,Chevrolet,2011,165000,70000,Diesel,Individual,Manual,2,25.44,936.0,57.6,5.0
7254,Tata,2018,525000,110000,Diesel,Individual,Manual,2,20.65,1248.0,88.7,5.0
7255,Maruti,2003,145000,65000,Petrol,Individual,Manual,3,18.9,998.0,67.1,5.0
7256,Tata,2013,325000,100000,Diesel,Individual,Manual,1,22.3,1248.0,88.8,5.0
7257,Mahindra,2017,660000,60000,Diesel,Individual,Manual,2,16.5,1493.0,70.0,7.0
7258,Ford,2014,310000,90000,Diesel,Individual,Manual,2,19.68,1399.0,67.0,5.0
7259,Mahindra,2008,250000,200000,Diesel,Individual,Manual,1,13.6,2523.0,63.0,7.0
7260,Ford,2014,330000,100000,Diesel,Individual,Manual,2,19.68,1399.0,67.0,5.0
7261,Ford,2012,250000,80000,Diesel,Individual,Manual,2,20.0,1399.0,68.0,5.0
7262,Mahindra,2017,650000,60000,Diesel,Individual,Automatic,1,17.45,1493.0,100.0,7.0
7263,Maruti,2016,305000,40000,Petrol,Individual,Manual,1,23.95,998.0,67.05,5.0
7264,Maruti,2015,600000,50000,Diesel,Individual,Manual,1,26.21,1248.0,88.5,5.0
7265,Maruti,2015,280000,110000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
7266,Tata,2011,153000,50000,Diesel,Individual,Manual,2,23.57,1396.0,70.0,5.0
7267,Mahindra,2018,700000,30000,Diesel,Individual,Manual,1,18.49,1493.0,100.0,7.0
7268,Renault,2017,325000,40000,Petrol,Individual,Manual,1,25.17,799.0,53.3,5.0
7269,Maruti,2016,305000,40000,Petrol,Individual,Manual,1,23.95,998.0,67.05,5.0
7270,Maruti,2006,155000,70000,Petrol,Individual,Manual,2,16.1,796.0,37.0,4.0
7271,Maruti,2012,235000,80000,Petrol,Individual,Manual,3,20.92,998.0,67.1,5.0
7272,Tata,2005,60000,100000,Diesel,Individual,Manual,4,,,,
7273,Maruti,2016,500000,15000,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
7274,Mahindra,2004,120000,150000,Diesel,Individual,Manual,2,13.6,2523.0,63.0,7.0
7275,Maruti,2009,155000,63000,Petrol,Individual,Manual,3,,,,
7276,Skoda,2016,675000,88000,Diesel,Dealer,Automatic,1,21.66,1498.0,103.52,5.0
7277,Toyota,2014,950000,80000,Diesel,Dealer,Manual,1,12.99,2494.0,100.6,7.0
7278,Mahindra,2018,1051000,59865,Diesel,Dealer,Manual,1,15.1,2179.0,152.87,7.0
7279,Volkswagen,2016,591000,60000,Diesel,Dealer,Manual,1,21.49,1498.0,108.5,5.0
7280,Hyundai,2015,585000,72000,Diesel,Dealer,Manual,1,22.54,1396.0,88.73,5.0
7281,Honda,2017,1025000,68140,Petrol,Dealer,Automatic,1,18.0,1497.0,117.6,5.0
7282,Maruti,2014,450000,53190,Diesel,Dealer,Manual,1,28.4,1248.0,74.0,5.0
7283,Hyundai,2014,484999,70100,Diesel,Dealer,Manual,1,22.54,1396.0,88.73,5.0
7284,Honda,2018,650000,47725,Diesel,Dealer,Manual,1,27.3,1498.0,98.6,5.0
7285,Maruti,2014,434999,70195,Diesel,Dealer,Manual,2,28.4,1248.0,74.02,5.0
7286,Ford,2011,195000,77395,Diesel,Dealer,Manual,2,20.0,1399.0,68.0,5.0
7287,Mahindra,2019,1000000,17000,Diesel,Dealer,Manual,1,17.3,1497.0,121.0,8.0
7288,Hyundai,2013,650000,64000,Diesel,Dealer,Automatic,1,14.62,1498.0,113.42,5.0
7289,Chevrolet,2014,190000,74321,Diesel,Dealer,Manual,1,25.44,936.0,56.3,5.0
7290,Maruti,2013,409999,80235,Diesel,Dealer,Manual,2,28.4,1248.0,74.02,5.0
7291,Hyundai,2016,1050000,77150,Diesel,Dealer,Automatic,1,17.01,1582.0,126.2,5.0
7292,Volkswagen,2015,651000,69000,Diesel,Dealer,Automatic,1,22.15,1498.0,108.6,5.0
7293,Maruti,2015,650000,57000,Diesel,Dealer,Manual,1,23.65,1248.0,88.5,5.0
7294,Skoda,2017,750000,89000,Diesel,Dealer,Manual,1,21.14,1498.0,103.6,5.0
7295,Volkswagen,2012,799000,61100,Diesel,Dealer,Automatic,1,14.3,1968.0,140.0,5.0
7296,Skoda,2010,355000,116000,Diesel,Individual,Manual,1,18.7,1896.0,66.0,5.0
7297,Hyundai,2015,600000,80000,Diesel,Individual,Manual,1,23.9,1582.0,126.32,5.0
7298,Maruti,2018,685000,26000,Diesel,Individual,Manual,1,28.4,1248.0,74.0,5.0
7299,Maruti,2018,509999,100000,Diesel,Individual,Manual,1,28.4,1248.0,74.0,5.0
7301,Maruti,2017,650000,82050,Diesel,Individual,Manual,1,19.3,1248.0,73.9,5.0
7302,Toyota,2012,400000,74500,Diesel,Individual,Manual,1,,,,
7303,Mahindra,2012,675000,120000,Diesel,Individual,Manual,2,15.1,2179.0,140.0,7.0
7304,Renault,2018,319000,30000,Petrol,Individual,Automatic,1,24.04,999.0,67.0,5.0
7305,Honda,2019,640000,6000,Petrol,Individual,Manual,1,19.5,1199.0,88.76,5.0
7306,Hyundai,2017,650000,30000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
7307,Maruti,2015,650000,70000,Diesel,Individual,Manual,1,20.77,1248.0,88.76,7.0
7309,Maruti,2015,650000,70000,Diesel,Individual,Manual,1,20.77,1248.0,88.76,7.0
7310,Maruti,2008,175000,120000,Diesel,Individual,Manual,1,17.8,1248.0,75.0,5.0
7311,Hyundai,2014,375000,76000,Diesel,Individual,Manual,3,24.0,1120.0,70.0,5.0
7312,Hyundai,2014,430000,80000,Diesel,Individual,Manual,2,24.0,1120.0,70.0,5.0
7313,Tata,2008,65000,110000,Diesel,Individual,Manual,2,17.2,1396.0,53.5,5.0
7314,Hyundai,2009,150000,70000,Petrol,Individual,Manual,3,13.2,1495.0,94.0,5.0
7315,Hyundai,2019,620000,13000,Petrol,Individual,Manual,1,17.19,1197.0,81.86,5.0
7316,Ford,2013,250000,60000,Petrol,Individual,Manual,2,14.09,1596.0,99.6,5.0
7317,Maruti,2011,275000,165000,Diesel,Individual,Manual,1,21.1,1248.0,73.9,5.0
7318,Chevrolet,2013,454000,120000,Diesel,Individual,Manual,2,13.58,2499.0,72.4,10.0
7319,Mahindra,2017,600000,30000,Diesel,Individual,Manual,2,18.49,1493.0,100.0,7.0
7320,Volkswagen,2011,400000,100000,Diesel,Individual,Manual,2,20.54,1598.0,103.6,5.0
7321,Mahindra,2007,180000,187000,Diesel,Individual,Manual,2,19.2,1461.0,65.0,5.0
7322,Maruti,2016,750000,70000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
7323,Maruti,2016,500000,40000,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
7324,Audi,2017,2825000,22000,Diesel,Dealer,Automatic,1,15.73,1968.0,174.33,5.0
7325,Honda,2020,2125000,5500,Diesel,Dealer,Manual,1,26.8,1597.0,118.0,5.0
7326,BMW,2018,3350000,18000,Diesel,Dealer,Automatic,1,19.62,1998.0,190.0,5.0
7327,Honda,2019,840000,1500,Petrol,Individual,Automatic,1,18.2,1199.0,88.7,5.0
7328,Honda,2015,1000000,46000,Diesel,Individual,Manual,1,24.5,1498.0,98.6,7.0
7329,Maruti,2017,740000,24400,Diesel,Individual,Manual,1,27.39,1248.0,74.0,5.0
7330,Volkswagen,2018,1290000,29899,Diesel,Dealer,Automatic,1,22.15,1498.0,108.6,5.0
7331,Toyota,2018,1800000,20000,Diesel,Dealer,Automatic,1,11.36,2755.0,171.5,8.0
7332,Hyundai,2020,775000,2000,Petrol,Dealer,Manual,1,20.7,1197.0,81.86,5.0
7333,Renault,2017,695000,34000,Diesel,Dealer,Manual,1,21.04,1461.0,83.8,8.0
7334,Hyundai,2018,730000,31000,Petrol,Dealer,Automatic,1,17.4,1197.0,81.86,5.0
7335,Chevrolet,2016,1295000,46000,Diesel,Dealer,Automatic,2,11.45,2776.0,197.2,7.0
7336,Isuzu,2016,1160000,121000,Diesel,Dealer,Automatic,1,12.08,2999.0,161.0,7.0
7337,Mercedes-Benz,2017,3300000,60000,Diesel,Dealer,Automatic,1,0.0,1950.0,194.0,5.0
7338,Hyundai,2018,540000,7000,Petrol,Dealer,Manual,1,20.3,1086.0,68.0,5.0
7339,Maruti,2016,434999,10000,Petrol,Dealer,Automatic,1,23.1,998.0,67.04,5.0
7340,Mercedes-Benz,2018,4600000,6000,Diesel,Dealer,Automatic,1,17.9,2143.0,170.0,5.0
7341,Force,2018,910000,20000,Diesel,Dealer,Manual,1,17.0,2596.0,80.8,5.0
7342,Hyundai,2015,850000,59235,Diesel,Dealer,Manual,1,19.67,1582.0,126.2,5.0
7343,BMW,2019,5800000,21000,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
7344,Honda,2014,520000,48000,Diesel,Individual,Manual,1,25.8,1498.0,98.6,5.0
7345,Mahindra,2018,650000,114000,Diesel,Individual,Manual,1,14.95,2489.0,93.7,7.0
7346,Maruti,2011,430000,120000,Diesel,Individual,Manual,2,19.3,1248.0,73.9,5.0
7347,Hyundai,2013,360000,144000,Diesel,Individual,Manual,1,21.9,1396.0,88.8,5.0
7348,Hyundai,2013,350000,144000,Diesel,Individual,Manual,1,21.9,1396.0,88.8,5.0
7349,Maruti,2016,791000,190000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
7350,Toyota,2015,950000,190000,Diesel,Individual,Manual,2,12.99,2494.0,100.6,7.0
7351,Maruti,2019,690000,20000,Diesel,Individual,Manual,1,28.4,1248.0,74.0,5.0
7352,Hyundai,2017,860000,40000,Diesel,Individual,Manual,2,22.0,1582.0,126.2,5.0
7353,Maruti,2012,371000,100000,Diesel,Individual,Manual,1,19.3,1248.0,73.9,5.0
7354,Tata,2008,45000,60000,Diesel,Individual,Manual,2,16.8,1405.0,68.0,5.0
7355,Ford,2006,55000,201000,Diesel,Individual,Manual,1,17.8,1399.0,68.0,5.0
7356,Volkswagen,2011,240000,110000,Diesel,Individual,Manual,1,20.54,1598.0,103.6,5.0
7357,Maruti,2014,495000,77215,Diesel,Individual,Manual,2,25.2,1248.0,74.0,5.0
7358,Maruti,2005,170000,50000,Petrol,Individual,Manual,1,,,,
7359,Honda,2015,671000,48228,Petrol,Dealer,Manual,1,18.7,1199.0,88.7,5.0
7360,Maruti,2017,693000,58559,Diesel,Dealer,Manual,1,25.2,1248.0,74.0,5.0
7361,Maruti,2010,352000,72179,Diesel,Dealer,Manual,1,,,,
7362,Honda,2016,802999,50856,Diesel,Dealer,Manual,1,26.0,1498.0,98.6,5.0
7363,Honda,2017,890000,18300,Petrol,Individual,Manual,1,17.8,1497.0,117.3,5.0
7364,Maruti,2015,495000,59292,Diesel,Dealer,Manual,1,28.4,1248.0,74.0,5.0
7365,Maruti,2018,545000,10000,Petrol,Dealer,Automatic,1,23.1,998.0,67.04,5.0
7366,Maruti,2018,775000,21147,Petrol,Dealer,Automatic,1,21.4,1197.0,83.1,5.0
7367,Honda,2017,925000,69000,Diesel,Dealer,Manual,1,25.6,1498.0,97.9,5.0
7368,Mahindra,2019,1450000,10000,Diesel,Individual,Manual,1,17.3,1497.0,121.0,7.0
7369,Maruti,2018,790000,16000,Diesel,Dealer,Automatic,1,28.4,1248.0,74.0,5.0
